League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
UEFA Europa League,2024-12-12,14:45:00,Roma,Braga,1.82,1.83,5.1,5.4,3.8,3.9,1.96,2.04,1.96,2.04,1.88,1.99,2.02,2.14,12.5,14.5,15.5,18.0,23.0,40.0,12.5,150.0,8.0,8.8,7.8,8.6,18.0,21.0,32.0,1000.0,9.4,11.0,9.2,10.5,18.0,21.0,34.0,90.0,16.5,19.0,16.5,19.5,24.0,38.0,12.5,150.0,10.0,12.0,36.0,95.0,13.0,1000.0,33847601,56967.0,48799.0,58805.0,1.236898442,1.236898426,1.236898441,1.236898451,0.0,0.0,0.0,0.0,10.5,15.5,1.07,1.09,3.8,4.1,1.32,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236898447,1.236898429
UEFA Europa Conference League,2024-12-12,14:45:00,Legia Warsaw,Lugano,2.04,2.16,3.55,3.95,3.8,3.95,2.2,2.44,1.69,1.84,1.54,1.77,2.08,2.56,13.5,23.0,12.5,21.0,1.37,34.0,9.0,80.0,8.8,14.5,6.8,9.4,11.0,19.0,1.37,48.0,10.5,17.5,8.0,13.0,12.5,21.0,1.37,55.0,1.37,32.0,14.5,25.0,1.37,38.0,9.4,95.0,9.0,15.0,1.37,38.0,13.5,1000.0,33847644,241091.0,65780.0,58805.0,1.236901358,1.236901403,1.236901442,1.236901367,0.0,0.0,0.0,0.0,2.96,1000.0,1.01,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901362,0
UEFA Europa Conference League,2024-12-12,14:45:00,Basaksehir,FC Heidenheim,2.58,2.7,2.78,3.0,3.4,3.7,1.94,2.14,1.87,2.08,1.6,1.93,1.98,2.48,10.5,17.5,9.0,15.0,14.0,23.0,1.37,55.0,8.8,14.5,6.2,9.0,9.4,15.5,1.37,38.0,13.0,22.0,9.2,15.0,12.5,22.0,1.37,55.0,1.37,48.0,1.37,36.0,1.37,50.0,1.37,110.0,1.37,28.0,1.37,30.0,11.0,1000.0,33847635,10071088.0,3237590.0,58805.0,1.236901628,1.236901673,1.236901712,1.236901637,0.0,0.0,0.0,0.0,2.84,18.0,1.06,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901632,0
UEFA Europa Conference League,2024-12-12,14:45:00,FC Copenhagen,Hearts,1.41,1.42,9.0,10.5,5.1,5.5,2.18,2.34,1.75,1.85,1.86,2.4,1.86,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33847626,52533356.0,47993.0,58805.0,1.236901898,1.236901943,1.236901982,0,0.0,0.0,0.0,0.0,3.8,21.0,1.05,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901902,0
UEFA Europa Conference League,2024-12-12,14:45:00,Fiorentina,Lask Linz,1.39,1.45,8.0,11.0,5.0,5.8,2.16,2.46,1.69,1.85,1.89,2.36,1.68,2.02,1.37,26.0,1.37,38.0,1.37,110.0,1.37,1000.0,6.6,9.6,9.0,14.5,1.37,40.0,1.37,180.0,6.2,9.0,7.8,12.0,1.37,34.0,1.37,140.0,8.2,12.0,11.5,19.0,1.37,48.0,1.37,190.0,4.6,6.6,1.37,230.0,1.37,1000.0,33847625,676467.0,8587663.0,58805.0,1.236901988,1.236902033,1.236902072,1.236901997,0.0,0.0,0.0,0.0,13.5,26.0,1.04,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901992,0
UEFA Europa Conference League,2024-12-12,14:45:00,FC Noah,APOEL,3.15,3.6,2.36,2.62,3.15,3.5,1.69,1.81,2.22,2.46,1.77,2.08,1.76,2.06,8.0,11.0,6.8,9.2,11.0,18.0,1.37,44.0,8.2,13.5,5.7,7.6,9.0,15.0,1.37,38.0,1.37,26.0,10.5,18.0,1.37,25.0,1.37,65.0,1.37,75.0,1.37,55.0,1.37,75.0,1.37,170.0,1.37,60.0,1.37,34.0,8.6,1000.0,33847630,25068897.0,1209582.0,58805.0,1.236901718,1.236901763,1.236901802,1.236901727,0.0,0.0,0.0,0.0,3.55,1000.0,1.01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901722,0
UEFA Europa Conference League,2024-12-12,14:45:00,Dinamo Minsk,Larne,1.47,1.56,7.4,10.5,4.0,5.0,1.83,1.85,2.16,2.2,2.12,2.9,1.52,1.89,8.8,14.5,1.37,29.0,1.37,1000.0,1.37,1000.0,5.0,6.8,7.4,12.0,1.37,42.0,1.37,230.0,1.37,7.8,8.0,13.0,1.37,42.0,1.37,220.0,9.2,15.0,14.0,24.0,1.37,75.0,1.37,1000.0,1.37,12.0,1.37,1000.0,1.37,1000.0,33847629,198689.0,539984.0,58805.0,1.236901808,1.236901853,1.236901892,1.236901817,0.0,0.0,0.0,0.0,3.75,1000.0,1.01,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901812,0
UEFA Europa Conference League,2024-12-12,14:45:00,CS Petrocub,Betis,13.0,18.0,1.21,1.26,7.4,8.8,2.62,2.98,1.51,1.62,2.24,2.6,1.55,1.86,1.37,40.0,7.8,10.5,6.8,8.2,6.4,9.8,1.37,55.0,13.0,22.0,9.6,15.5,11.5,18.5,1.37,190.0,1.37,60.0,1.37,55.0,1.37,60.0,10.0,1000.0,7.8,300.0,1.37,200.0,1.37,280.0,8.4,410.0,3.4,3.9,8.0,1000.0,33847648,10305682.0,44507.0,58805.0,1.236900952,1.236900997,1.236901036,1.236900961,0.0,0.0,0.0,0.0,15.0,36.0,1.03,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236900956,0
UEFA Europa Conference League,2024-12-12,14:45:00,Olimpija,Cercle Brugge,2.22,2.26,3.55,3.75,3.4,3.6,1.84,1.95,2.06,2.18,1.72,2.0,1.85,2.18,1.37,13.0,9.4,15.5,1.37,30.0,1.37,80.0,1.37,9.6,6.0,8.0,11.5,18.5,1.37,55.0,10.0,16.0,10.0,11.5,14.5,24.0,1.37,70.0,21.0,34.0,18.5,30.0,1.37,55.0,1.37,140.0,14.5,23.0,1.37,55.0,1.37,1000.0,33847647,489147.0,259394.0,58805.0,1.236901065,1.236901110,1.236901149,1.236901074,0.0,0.0,0.0,0.0,3.35,110.0,1.05,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901069,0
UEFA Europa League,2024-12-12,17:00:00,Real Sociedad,Dynamo Kiev,1.27,1.28,14.5,18.5,6.2,6.8,2.16,2.22,1.81,1.86,2.48,2.8,1.55,1.67,13.5,22.0,6.8,48.0,7.4,180.0,7.6,1000.0,6.4,8.0,10.5,17.5,6.8,70.0,8.2,400.0,5.7,6.8,8.6,14.0,6.6,55.0,7.4,330.0,7.6,9.8,11.5,18.5,6.8,60.0,7.4,380.0,4.7,5.4,9.2,1000.0,7.6,1000.0,33847615,18573.0,238549.0,58805.0,1.236897962,1.236897946,1.236897961,1.236897971,0.0,0.0,0.0,0.0,13.5,21.0,1.05,1.08,4.2,4.8,1.26,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236897967,1.236897949
UEFA Europa League,2024-12-12,17:00:00,Bodo Glimt,Besiktas,1.83,1.85,4.5,4.6,4.2,4.3,2.66,2.88,1.53,1.6,1.55,1.62,2.62,2.82,18.0,32.0,17.0,24.0,23.0,42.0,9.6,100.0,11.5,14.0,9.0,10.5,15.5,18.0,25.0,55.0,12.0,14.5,9.2,11.0,13.0,15.5,25.0,48.0,18.0,22.0,14.0,17.5,21.0,27.0,29.0,70.0,6.8,8.0,27.0,34.0,55.0,400.0,33847606,373549.0,232068.0,58805.0,1.236898202,1.236898186,1.236898201,1.236898211,0.0,0.0,0.0,0.0,21.0,36.0,1.03,1.05,5.6,7.4,1.16,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236898207,1.236898189
UEFA Europa League,2024-12-12,17:00:00,Rangers,Tottenham,3.55,3.65,2.06,2.1,4.0,4.2,2.78,2.82,1.55,1.56,1.52,1.6,2.66,2.9,17.5,29.0,12.0,18.0,12.0,20.0,19.0,32.0,15.0,26.0,8.6,11.0,9.0,10.5,15.0,19.5,21.0,38.0,11.0,18.5,12.0,16.5,19.0,32.0,6.0,75.0,6.2,42.0,6.2,46.0,6.0,70.0,16.0,25.0,7.8,9.6,6.0,420.0,33847561,52458346.0,48224.0,58805.0,1.236899284,1.236899268,1.236899283,1.236899293,0.0,0.0,0.0,0.0,26.0,36.0,1.03,1.04,4.8,36.0,1.04,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236899289,1.236899271
UEFA Europa League,2024-12-12,17:00:00,Elfsborg,Qarabag FK,2.6,2.62,2.84,2.88,3.75,3.8,2.48,2.54,1.65,1.68,1.56,1.63,2.6,2.8,19.0,23.0,13.5,17.0,17.5,25.0,25.0,48.0,13.5,16.0,8.0,9.4,11.0,13.5,21.0,28.0,16.0,23.0,10.5,12.5,13.0,15.0,21.0,38.0,30.0,46.0,19.0,24.0,19.5,34.0,28.0,75.0,13.0,15.0,14.0,17.0,9.2,470.0,33847618,30684.0,10583858.0,58805.0,1.236899909,1.236899890,1.236899908,1.236899920,0.0,0.0,0.0,0.0,18.0,36.0,1.03,1.06,5.0,6.6,1.18,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236899915,1.236899894
UEFA Europa League,2024-12-12,17:00:00,Porto,Midtjylland,1.32,1.33,11.0,11.5,6.2,6.6,2.56,2.76,1.57,1.64,1.98,2.08,1.93,2.04,18.5,26.0,23.0,85.0,12.5,110.0,55.0,420.0,9.2,10.5,12.0,14.0,24.0,42.0,13.5,180.0,7.6,8.8,9.6,11.0,19.5,30.0,13.0,1000.0,9.6,11.0,12.0,14.0,29.0,70.0,13.5,170.0,4.3,4.7,13.5,200.0,14.5,1000.0,33847617,48785.0,28220.0,58805.0,1.236900064,1.236900045,1.236900063,1.236900075,0.0,0.0,0.0,0.0,18.0,36.0,1.03,1.06,5.2,7.0,1.17,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236900070,1.236900049
UEFA Europa League,2024-12-12,17:00:00,Maccabi Tel Aviv,Rigas Futbola Skola,1.57,1.64,6.0,7.2,4.1,4.7,2.04,2.2,1.84,1.96,1.92,2.1,1.91,2.32,12.0,19.0,16.0,26.0,5.3,65.0,5.6,220.0,7.4,9.6,8.2,11.0,18.0,30.0,5.5,110.0,8.0,10.5,8.2,11.0,17.0,28.0,5.5,110.0,11.0,18.0,12.0,21.0,5.1,44.0,5.6,160.0,7.6,9.4,5.4,130.0,15.0,1000.0,33847616,197970.0,6456470.0,58805.0,1.236900214,1.236900198,1.236900213,1.236900223,0.0,0.0,0.0,0.0,11.0,21.0,1.06,1.09,3.9,4.6,1.28,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236900219,1.236900201
UEFA Europa League,2024-12-12,17:00:00,Slavia Prague,Anderlecht,1.49,1.5,7.2,8.2,4.7,5.2,2.24,2.4,1.72,1.81,1.89,1.99,2.0,2.14,17.0,20.0,17.5,28.0,30.0,65.0,12.5,240.0,8.0,9.8,9.6,11.0,18.5,28.0,12.0,120.0,8.0,9.4,8.6,10.0,20.0,23.0,11.5,1000.0,11.5,14.0,13.0,15.5,22.0,34.0,12.0,150.0,6.0,7.0,12.0,130.0,13.0,1000.0,33847622,10777.0,58163.0,58805.0,1.236899545,1.236899529,1.236899544,1.236899554,0.0,0.0,0.0,0.0,15.5,26.0,1.04,1.07,4.7,5.4,1.23,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236899550,1.236899532
UEFA Europa League,2024-12-12,17:00:00,Lyon,Eintracht Frankfurt,2.22,2.26,3.45,3.5,3.75,3.85,2.56,2.62,1.62,1.64,1.53,1.59,2.72,2.9,18.0,32.0,14.5,24.0,21.0,36.0,6.0,75.0,10.5,17.5,8.2,9.4,10.5,18.0,6.0,42.0,12.5,21.0,9.8,11.0,10.0,17.0,6.0,42.0,20.0,29.0,15.0,21.0,19.0,32.0,6.2,65.0,8.2,11.0,16.5,23.0,6.4,390.0,33847462,55271.0,347774.0,58805.0,1.236896833,1.236896817,1.236896832,1.236896842,0.0,0.0,0.0,0.0,15.0,26.0,1.04,1.06,4.6,26.0,1.04,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236896838,1.236896820
UEFA Europa Conference League,2024-12-12,17:00:00,Omonia,Rapid Vienna,2.96,3.65,2.36,2.66,3.35,4.0,2.04,2.3,1.76,1.97,1.55,1.94,2.06,2.82,12.5,21.0,8.6,14.5,12.0,21.0,1.37,42.0,10.0,16.5,6.0,9.8,8.4,13.5,1.37,32.0,1.37,28.0,9.6,16.0,12.0,21.0,1.37,44.0,1.37,65.0,1.37,42.0,1.37,50.0,1.37,100.0,1.37,36.0,13.5,23.0,8.0,1000.0,33847649,1209587.0,65350.0,58805.0,1.236900862,1.236900907,1.236900946,1.236900871,0.0,0.0,0.0,0.0,2.48,1000.0,1.01,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236900866,0
UEFA Europa Conference League,2024-12-12,17:00:00,Gent,FK Backa Topola,1.34,1.41,7.2,12.0,5.7,7.2,2.66,3.2,1.46,1.61,1.65,1.98,1.91,2.4,1.37,38.0,1.37,48.0,1.37,110.0,13.5,1000.0,9.0,15.0,10.0,17.0,1.37,40.0,1.37,140.0,7.6,12.5,8.0,13.0,1.37,30.0,1.37,110.0,9.2,15.0,10.0,16.5,1.37,36.0,1.37,130.0,3.5,5.3,1.37,130.0,10.0,1000.0,33847645,350594.0,14609047.0,58805.0,1.236901268,1.236901313,1.236901352,1.236901277,0.0,0.0,0.0,0.0,17.5,55.0,1.02,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236901272,0
UEFA Europa Conference League,2024-12-12,17:00:00,Shamrock Rovers,Borac Banja Luka,2.36,2.54,3.45,3.8,2.9,3.3,1.68,1.78,2.28,2.46,1.83,2.12,1.83,2.34,8.8,12.0,8.8,13.0,17.5,30.0,1.37,1000.0,6.8,11.0,5.4,8.4,10.5,18.0,1.37,60.0,10.5,17.5,8.6,12.5,14.5,24.0,1.37,75.0,1.37,42.0,1.37,36.0,1.37,60.0,1.37,160.0,19.0,32.0,1.37,65.0,1.37,1000.0,33848971,184325.0,4837337.0,58805.0,1.236918362,1.236918372,1.236918361,1.236918371,0.0,0.0,0.0,0.0,2.78,1000.0,1.01,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.236918366,0
