League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
UEFA Europa Conference League,2024-12-19,17:00:00,Jagiellonia Bialystock,Olimpija,2.14,2.3,3.55,4.0,3.35,3.7,1.88,2.0,2.0,2.14,1.76,1.93,2.08,2.32,11.0,14.0,11.5,15.0,21.0,30.0,6.4,90.0,8.0,10.0,6.8,8.4,12.5,16.0,6.2,60.0,11.5,14.5,9.2,12.0,15.0,21.0,6.4,70.0,21.0,30.0,21.0,27.0,6.0,50.0,6.6,140.0,15.5,21.0,34.0,65.0,7.0,1000.0,33869949,7391394.0,489147.0,58805.0,1.237233976,1.237233986,1.237233975,1.237233985,2.92,3.5,1.4,1.52,3.55,1000.0,1.01,1.39,3.55,4.3,1.31,1.39,1.33,1.39,1.76,1.87,1.4,1.43,1.237233967,1.237233979,1.237233980,1.237233990
UEFA Europa Conference League,2024-12-19,17:00:00,NK Celje,The New Saints,1.4,1.43,8.2,9.2,5.4,5.8,2.6,2.84,1.54,1.63,1.81,1.99,2.02,2.24,19.5,30.0,25.0,40.0,5.9,95.0,6.2,290.0,10.0,13.0,10.5,15.0,6.0,38.0,6.0,130.0,8.0,10.5,9.2,12.5,19.0,29.0,6.0,110.0,9.8,13.0,10.5,16.0,22.0,38.0,6.0,130.0,4.1,5.2,6.0,120.0,6.2,1000.0,33870043,3188553.0,3667304.0,58805.0,1.237236208,1.237236218,1.237236207,1.237236217,3.35,5.0,1.25,1.42,15.0,36.0,1.03,1.06,4.7,7.8,1.15,1.27,1.12,1.14,3.3,3.5,1.21,1.23,1.237236199,1.237236211,1.237236212,1.237236222
UEFA Europa Conference League,2024-12-19,17:00:00,Guimaraes,Fiorentina,3.35,3.45,2.5,2.52,3.25,3.35,1.87,1.94,2.06,2.16,1.77,1.9,2.12,2.3,11.0,12.5,9.4,11.5,14.0,16.0,27.0,34.0,11.5,14.0,6.6,7.4,10.0,11.5,24.0,27.0,20.0,23.0,12.0,14.0,16.0,18.0,27.0,42.0,46.0,60.0,32.0,40.0,30.0,55.0,11.5,100.0,30.0,44.0,18.5,27.0,13.0,1000.0,33870047,50085.0,676467.0,58805.0,1.237235776,1.237235786,1.237235775,1.237235785,2.82,3.45,1.41,1.55,10.0,13.5,1.08,1.1,3.6,4.1,1.32,1.39,1.65,1.67,1.41,1.43,1.43,1.45,1.237235767,1.237235779,1.237235780,1.237235790
UEFA Europa Conference League,2024-12-19,17:00:00,Cercle Brugge,Basaksehir,2.28,2.32,3.35,3.4,3.7,3.75,2.22,2.4,1.72,1.81,1.62,1.7,2.44,2.6,15.0,18.0,13.5,16.0,22.0,25.0,40.0,60.0,10.5,12.5,7.6,8.6,12.0,14.0,20.0,36.0,14.0,16.0,9.8,11.0,14.5,16.0,34.0,42.0,27.0,30.0,20.0,23.0,27.0,34.0,34.0,80.0,12.5,14.5,22.0,28.0,14.5,1000.0,33870042,259394.0,10071088.0,58805.0,1.237236316,1.237236326,1.237236315,1.237236325,3.1,4.6,1.28,1.48,13.5,21.0,1.05,1.08,4.3,5.2,1.23,1.31,1.41,1.43,1.75,1.79,1.36,1.38,1.237236307,1.237236319,1.237236320,1.237236330
UEFA Europa Conference League,2024-12-19,17:00:00,Hearts,CS Petrocub,1.34,1.36,12.5,14.0,5.5,5.7,2.06,2.18,1.85,1.93,2.38,2.54,1.65,1.73,15.0,17.0,30.0,36.0,9.2,120.0,9.8,610.0,6.6,8.2,10.5,12.5,38.0,46.0,9.6,440.0,6.2,7.6,10.0,11.0,29.0,36.0,9.4,210.0,8.8,10.0,15.0,17.0,40.0,50.0,9.6,260.0,5.5,7.4,15.0,390.0,10.0,1000.0,33870034,47993.0,10305682.0,58805.0,1.237236564,1.237236575,1.237236563,1.237236574,3.25,4.4,1.3,1.45,14.0,21.0,1.05,1.08,4.1,4.7,1.27,1.33,1.08,1.09,3.8,3.95,1.21,1.23,1.237236553,1.237236567,1.237236568,1.237236580
UEFA Europa Conference League,2024-12-19,17:00:00,Djurgardens,Legia Warsaw,2.32,2.36,3.25,3.4,3.65,3.75,2.02,2.18,1.85,1.99,1.7,1.83,2.2,2.42,14.0,16.5,13.0,14.5,21.0,24.0,11.5,60.0,10.0,11.5,7.4,8.2,12.5,14.5,30.0,36.0,13.5,15.5,10.0,11.5,15.5,17.5,38.0,46.0,26.0,32.0,21.0,24.0,30.0,36.0,11.5,85.0,14.0,16.5,26.0,32.0,13.5,1000.0,33870046,232104.0,241091.0,58805.0,1.237235884,1.237235894,1.237235883,1.237235893,3.15,4.1,1.32,1.47,4.0,26.0,1.05,1.34,4.0,4.6,1.27,1.34,1.41,1.44,1.73,1.76,1.36,1.38,1.237235875,1.237235887,1.237235888,1.237235898
UEFA Europa Conference League,2024-12-19,17:00:00,Lugano,Paphos FC,2.2,2.32,3.5,3.7,3.55,3.7,1.99,2.14,1.87,2.02,1.7,1.84,2.18,2.42,13.0,15.0,12.5,14.5,21.0,25.0,11.5,90.0,9.6,11.0,7.4,8.2,13.0,15.0,34.0,42.0,12.5,15.0,10.0,11.0,15.5,17.5,42.0,85.0,25.0,30.0,20.0,24.0,30.0,38.0,12.0,150.0,14.5,17.0,29.0,42.0,14.0,1000.0,33870039,65780.0,13824022.0,58805.0,1.237236438,1.237236449,1.237236437,1.237236448,3.0,3.5,1.4,1.49,12.0,21.0,1.05,1.09,3.9,4.4,1.29,1.35,1.37,1.4,1.76,1.83,1.37,1.39,1.237236427,1.237236441,1.237236442,1.237236454
UEFA Europa Conference League,2024-12-19,17:00:00,Larne,Gent,18.5,22.0,1.21,1.22,7.4,8.4,2.62,3.0,1.5,1.61,2.28,2.54,1.65,1.79,20.0,36.0,8.0,11.0,6.6,8.0,7.2,9.2,7.0,70.0,15.0,23.0,9.6,14.0,10.5,17.5,7.6,240.0,7.0,80.0,7.0,55.0,7.0,60.0,7.8,1000.0,7.6,420.0,7.6,290.0,7.6,310.0,7.8,1000.0,3.25,3.65,7.8,1000.0,33870029,539984.0,350594.0,58805.0,1.237236696,1.237236706,1.237236695,1.237236705,3.45,5.2,1.24,1.41,17.5,55.0,1.02,1.05,4.7,9.0,1.12,1.28,5.5,5.8,1.04,1.06,1.13,1.16,1.237236687,1.237236699,1.237236700,1.237236710
UEFA Europa Conference League,2024-12-19,17:00:00,Borac Banja Luka,Omonia,3.9,4.5,2.72,2.94,2.46,2.48,1.42,1.53,2.92,3.4,2.2,2.44,1.7,1.84,5.6,6.6,6.6,8.8,12.5,1000.0,4.8,48.0,8.0,10.5,5.0,6.8,11.0,15.5,4.8,48.0,17.0,23.0,14.0,19.0,4.5,30.0,5.0,100.0,5.0,95.0,4.9,75.0,5.1,130.0,5.2,320.0,5.1,130.0,4.9,60.0,5.3,1000.0,33870057,4837337.0,1209587.0,58805.0,1.237235344,1.237235354,1.237235343,1.237235353,1.05,2.36,1.73,20.0,5.7,6.4,1.19,1.22,2.44,2.6,1.63,1.7,1.51,1.58,1.29,1.34,1.67,1.69,1.237235335,1.237235347,1.237235348,1.237235358
UEFA Europa Conference League,2024-12-19,17:00:00,Rapid Vienna,FC Copenhagen,2.8,2.88,2.76,2.8,3.45,3.55,1.9,2.06,1.96,2.1,1.68,1.92,2.08,2.48,10.5,980.0,8.4,980.0,13.5,23.0,4.6,55.0,8.6,980.0,6.2,8.4,8.8,980.0,4.6,38.0,14.0,24.0,9.0,15.0,12.5,980.0,4.6,55.0,4.5,55.0,4.6,40.0,4.8,55.0,4.6,120.0,4.5,36.0,4.5,34.0,4.8,1000.0,33866638,65350.0,52533356.0,58805.0,1.237184804,1.237184814,1.237184803,1.237184813,2.9,3.5,1.4,1.53,10.0,15.5,1.07,1.1,3.55,4.4,1.3,1.39,1.55,1.57,1.53,1.56,1.39,1.41,1.237184795,1.237184807,1.237184808,1.237184818
UEFA Europa Conference League,2024-12-19,17:00:00,Betis,HJK Helsinki,1.16,1.18,22.0,29.0,8.8,11.0,3.0,3.3,1.44,1.5,2.4,2.58,1.63,1.71,7.0,40.0,7.2,95.0,7.6,310.0,7.8,1000.0,8.4,12.5,17.0,26.0,7.2,110.0,7.6,560.0,6.6,8.8,10.0,16.5,7.0,60.0,7.6,350.0,6.8,9.0,12.0,17.5,6.8,60.0,7.6,310.0,2.82,3.1,7.8,1000.0,7.8,1000.0,33870028,44507.0,6390.0,58805.0,1.237236804,1.237236814,1.237236803,1.237236813,3.75,5.7,1.21,1.36,21.0,55.0,1.02,1.04,6.0,10.5,1.12,1.2,1.03,1.05,6.4,7.4,1.1,1.13,1.237236795,1.237236807,1.237236808,1.237236818
UEFA Europa Conference League,2024-12-19,17:00:00,Chelsea,Shamrock Rovers,1.09,1.1,34.0,48.0,16.0,18.0,4.2,5.2,1.24,1.31,2.44,2.64,1.61,1.7,10.0,1000.0,11.0,1000.0,11.5,1000.0,15.5,1000.0,14.5,19.0,27.0,1000.0,11.0,1000.0,12.0,1000.0,8.6,10.5,15.0,19.5,10.5,1000.0,12.0,1000.0,7.0,8.6,13.0,16.5,10.0,1000.0,11.5,1000.0,2.02,2.18,11.5,1000.0,12.0,1000.0,33869996,55190.0,184325.0,58805.0,1.237237020,1.237237030,1.237237019,1.237237029,4.8,7.6,1.15,1.27,36.0,110.0,1.01,1.03,9.4,15.5,1.07,1.12,1.02,1.03,11.0,12.5,1.06,1.07,1.237237011,1.237237023,1.237237024,1.237237034
UEFA Europa Conference League,2024-12-19,17:00:00,FK Backa Topola,FC Noah,2.16,2.3,3.2,3.5,3.8,4.0,2.26,2.52,1.65,1.8,1.58,1.74,2.34,2.74,16.0,27.0,13.5,21.0,21.0,34.0,5.6,75.0,10.0,14.0,7.4,9.6,12.0,15.5,5.3,44.0,13.0,19.5,9.2,12.0,13.5,17.5,5.3,46.0,21.0,36.0,17.5,26.0,5.2,36.0,5.4,80.0,11.0,14.5,21.0,34.0,5.4,580.0,33870049,14609047.0,25068897.0,58805.0,1.237235560,1.237235570,1.237235559,1.237235569,3.45,4.8,1.26,1.41,12.0,26.0,1.04,1.07,4.0,7.0,1.17,1.33,1.4,1.45,1.76,1.87,1.33,1.36,1.237235551,1.237235563,1.237235564,1.237235574
UEFA Europa Conference League,2024-12-19,17:00:00,Panathinaikos,Dinamo Minsk,1.29,1.31,14.0,15.5,6.0,6.6,2.18,2.3,1.77,1.85,2.38,2.68,1.6,1.73,16.5,21.0,34.0,42.0,12.0,160.0,12.5,820.0,7.2,8.4,12.5,15.0,42.0,55.0,12.5,510.0,6.2,7.2,10.0,11.5,34.0,40.0,12.0,280.0,8.2,9.2,14.0,16.5,40.0,55.0,12.5,290.0,4.6,5.3,12.5,460.0,13.0,1000.0,33870048,50334.0,198689.0,58805.0,1.237235668,1.237235678,1.237235667,1.237235677,3.4,4.7,1.27,1.42,13.5,21.0,1.05,1.08,4.5,5.2,1.23,1.29,1.07,1.08,4.2,4.5,1.18,1.2,1.237235659,1.237235671,1.237235672,1.237235682
UEFA Europa Conference League,2024-12-19,17:00:00,APOEL,FC Astana,1.41,1.47,9.2,12.0,4.5,5.2,1.91,2.04,1.96,2.1,2.26,2.54,1.65,1.8,12.0,16.0,21.0,34.0,6.4,120.0,6.8,520.0,6.2,7.4,8.8,12.0,6.2,44.0,6.6,240.0,6.2,7.8,8.8,12.0,6.0,40.0,6.6,210.0,9.2,12.5,14.5,19.5,6.2,65.0,6.6,300.0,7.0,8.8,6.6,400.0,6.8,1000.0,33870053,1209582.0,7391219.0,58805.0,1.237235452,1.237235462,1.237235451,1.237235461,2.92,3.65,1.38,1.52,3.6,1000.0,1.01,1.39,3.6,4.2,1.32,1.39,1.09,1.13,3.1,3.45,1.23,1.29,1.237235443,1.237235455,1.237235456,1.237235466
UEFA Europa Conference League,2024-12-19,17:00:00,FC Heidenheim,St Gallen,1.71,1.74,5.4,5.8,4.2,4.4,2.48,2.72,1.58,1.68,1.63,1.73,2.38,2.6,19.0,23.0,21.0,26.0,38.0,46.0,12.0,180.0,10.5,12.0,9.0,10.5,18.5,21.0,10.5,60.0,10.5,12.0,9.2,11.0,16.0,18.0,27.0,60.0,16.0,18.5,14.0,16.0,24.0,28.0,34.0,80.0,6.6,7.4,40.0,50.0,12.5,560.0,33870027,3237590.0,6392.0,58805.0,1.237236912,1.237236922,1.237236911,1.237236921,3.55,4.9,1.25,1.4,18.0,36.0,1.03,1.06,5.3,7.0,1.17,1.24,1.21,1.23,2.36,2.42,1.29,1.32,1.237236903,1.237236915,1.237236916,1.237236926
Spanish Segunda Division,2024-12-19,17:15:00,Deportivo,CD Castellon,2.1,2.2,3.45,3.65,3.8,4.1,2.38,2.52,1.65,1.73,1.58,1.65,2.54,2.7,14.5,24.0,15.0,18.0,6.4,30.0,7.2,75.0,10.5,13.5,8.0,9.0,12.5,15.5,6.8,44.0,13.0,16.5,9.4,11.5,13.5,16.5,6.8,46.0,21.0,30.0,15.0,25.0,22.0,34.0,7.2,75.0,10.5,12.5,20.0,34.0,7.8,530.0,33870862,51266.0,8916596.0,58805.0,1.237251931,1.237251941,1.237251930,1.237251940,3.45,4.8,1.26,1.41,14.5,26.0,1.05,1.08,4.2,26.0,1.22,1.31,1.37,1.4,1.83,1.91,1.33,1.36,1.237251922,1.237251934,1.237251935,1.237251945
Spanish Segunda Division,2024-12-19,17:15:00,Huesca,Tenerife,2.22,2.3,4.3,4.6,2.92,3.05,1.44,1.49,3.05,3.3,2.4,2.58,1.64,1.71,6.2,8.2,9.4,10.5,7.0,38.0,7.6,160.0,5.8,6.4,6.4,7.2,17.0,24.0,7.4,110.0,10.5,12.0,11.0,13.0,6.6,38.0,7.6,160.0,6.6,38.0,30.0,44.0,7.4,110.0,7.8,400.0,28.0,48.0,7.6,200.0,7.8,1000.0,33870863,2250353.0,44509.0,58805.0,1.237251822,1.237251832,1.237251821,1.237251831,2.24,2.42,1.7,1.8,5.7,8.8,1.13,1.2,2.3,2.48,1.68,1.76,1.27,1.3,1.77,1.81,1.5,1.53,1.237251813,1.237251825,1.237251826,1.237251836
