League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Greek Super League,2025-01-05,10:00:00,Levadiakos,Panserraikos,2.06,2.22,4.0,4.8,3.1,3.3,1.6,1.79,2.26,2.68,1.92,2.26,1.8,2.08,7.2,12.0,9.4,15.5,22.0,40.0,1.03,130.0,6.2,8.4,5.5,8.0,13.0,22.0,1.03,85.0,8.8,13.0,8.2,12.0,16.5,28.0,1.03,110.0,19.0,32.0,19.5,34.0,1.03,70.0,1.03,220.0,19.0,29.0,65.0,120.0,1.03,1000.0,33869641,531200.0,1210411.0,58805.0,1.23723118,1.237231225,1.237231264,1.237231189,2.5,3.3,1.48,1.67,3.3,1000.0,1.01,1.42,2.78,3.35,1.43,1.57,1.26,1.33,1.81,1.95,1.43,1.48,1.237231181,1.237231183,1.237231184,1.237231228
Turkish 1 Lig,2025-01-05,10:00:00,Istanbulspor,Erokspor A.S,1.76,2.1,3.6,5.5,3.4,5.4,1.94,2.44,1.7,2.08,1.64,2.1,1.92,2.58,1.03,19.0,1.03,21.0,1.03,1000.0,1.03,1000.0,1.03,12.0,1.03,11.0,1.03,22.0,1.03,1000.0,1.03,14.5,1.03,12.5,1.03,23.0,1.03,1000.0,1.03,26.0,1.03,24.0,1.03,1000.0,1.03,1000.0,8.8,14.5,36.0,1000.0,1.03,1000.0,33903758,113186.0,20929178.0,58805.0,1.237739168,1.237739213,1.237739252,1.237739177,2.84,4.0,1.33,1.57,3.45,1000.0,1.01,1.37,3.45,5.2,1.23,1.37,1.25,1.35,1.92,2.32,1.28,1.39,1.237739169,1.237739171,1.237739172,1.237739216
Turkish Super League,2025-01-05,10:00:00,Bodrum Belediyesi,Kayserispor,2.14,2.24,3.9,4.0,3.35,3.5,1.85,1.97,2.02,2.18,1.8,1.92,2.08,2.24,9.8,16.0,12.0,16.5,1.03,34.0,1.03,95.0,8.4,11.0,6.8,9.0,11.0,18.5,1.03,60.0,12.0,16.5,8.0,12.5,16.5,23.0,1.03,70.0,1.03,34.0,18.0,30.0,1.03,50.0,1.03,140.0,13.5,23.0,44.0,65.0,1.03,1000.0,33897406,43817785.0,508789.0,58805.0,1.237662319,1.237662322,1.237662366,1.237662367,1.2,1000.0,1.01,20.0,3.5,1000.0,1.01,1.4,3.5,3.9,1.34,1.4,1.33,1.35,1.8,1.87,1.4,1.43,1.237662368,1.237662329,1.23766232,1.237662321
Portuguese Segunda Liga,2025-01-05,11:00:00,Torreense,Mafra,2.04,2.58,3.2,4.9,2.92,5.1,1.54,1.92,2.08,2.84,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33899333,2694162.0,2268747.0,58805.0,1.237685155,1.2376852,1.237685239,1.237685164,1.01,3.5,1.01,1000.0,2.62,1000.0,1.01,1.62,2.62,3.95,1.33,1.62,1.25,1.45,1.64,1.95,1.26,1.52,1.237685156,1.237685158,1.237685159,1.237685203
Italian Serie C,2025-01-05,11:00:00,Sassari Torres,Pescara,2.34,3.4,2.52,3.75,2.72,5.7,1.54,1.98,2.02,2.86,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33906813,522050.0,201327.0,58805.0,1.237777061,1.237777106,1.237777145,1.23777707,1.01,3.6,1.01,1000.0,2.68,1000.0,1.01,1.6,2.68,1000.0,1.01,1.6,1.36,1.66,1.41,1.75,1.21,1.59,1.237777062,1.237777064,1.237777065,1.237777109
Italian Serie C,2025-01-05,11:00:00,Sorrento,Monopoli,3.15,4.7,2.04,2.76,2.74,3.8,1.45,1.69,2.28,3.2,1.93,1000.0,1.63,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33906853,2519555.0,10284167.0,58805.0,1.237775891,1.237775936,1.237775975,1.2377759,1.01,1000.0,1.01,1000.0,3.0,1000.0,1.01,1.5,2.34,3.35,1.43,1.74,1.62,1.91,1.29,1.41,1.4,1.55,1.237775892,1.237775894,1.237775895,1.237775939
Italian Serie C,2025-01-05,11:00:00,Benevento,Catania,1.68,2.14,4.1,18.0,2.96,6.4,1.54,1.96,2.04,2.86,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33906844,522054.0,201262.0,58805.0,1.237776161,1.237776206,1.237776245,1.23777617,1.01,1000.0,1.01,1000.0,2.58,1000.0,1.01,1.64,2.58,4.1,1.33,1.64,1.07,1.33,1.87,2.48,1.19,1.52,1.237776162,1.237776164,1.237776165,1.237776209
Italian Serie C,2025-01-05,11:00:00,US Latina Calcio,Taranto Sport,1.04,1.19,25.0,900.0,8.6,950.0,2.02,2.74,1.58,1.98,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33906845,19693888.0,10465584.0,58805.0,1.237776071,1.237776116,1.237776155,1.23777608,1.01,1000.0,1.01,1000.0,2.86,1000.0,1.01,1.54,2.86,1000.0,1.01,1.54,1.01,1.05,6.2,36.0,1.01,1.14,1.237776072,1.237776074,1.237776075,1.237776119
Italian Serie C,2025-01-05,11:00:00,ACR Messina,Audace Cerignola,3.9,7.4,1.69,2.14,3.0,6.6,1.59,2.06,1.96,2.7,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33906838,7602657.0,14926646.0,58805.0,1.237776431,1.237776476,1.237776515,1.23777644,1.01,1000.0,1.01,1000.0,2.74,1000.0,1.01,1.57,2.74,4.4,1.3,1.57,1.87,2.46,1.15,1.35,1.17,1.5,1.237776432,1.237776434,1.237776435,1.237776479
French Ligue 1,2025-01-05,11:00:00,Strasbourg,Auxerre,1.9,1.93,4.3,4.6,3.9,3.95,2.24,2.42,1.71,1.81,1.67,1.75,2.32,2.5,16.0,18.0,17.5,21.0,30.0,38.0,11.0,100.0,10.0,11.5,8.4,9.0,16.0,17.5,42.0,55.0,11.5,13.0,9.4,10.0,15.5,17.0,44.0,55.0,19.5,25.0,16.5,18.0,26.0,34.0,65.0,90.0,9.4,10.5,34.0,42.0,12.5,1000.0,33871036,51404.0,44800.0,58805.0,1.237255399,1.237255383,1.237255398,1.237255408,3.0,4.4,1.29,1.5,13.5,21.0,1.05,1.07,4.1,6.2,1.2,1.32,1.28,1.3,2.06,2.12,1.33,1.35,1.237255401,1.237255403,1.237255404,1.237255386
Italian Serie A,2025-01-05,11:00:00,Lecce,Genoa,2.8,2.86,3.1,3.15,3.05,3.1,1.62,1.68,2.46,2.62,2.02,2.1,1.92,1.98,8.4,9.0,8.8,9.6,17.5,18.5,48.0,55.0,8.2,9.0,6.6,6.8,13.0,14.0,38.0,42.0,15.0,16.0,12.0,13.0,19.0,21.0,55.0,70.0,38.0,44.0,32.0,38.0,55.0,65.0,44.0,160.0,34.0,42.0,42.0,50.0,23.0,1000.0,33886968,508827.0,60310.0,58805.0,1.237509777,1.237509761,1.237509776,1.237509786,2.32,3.25,1.44,1.76,8.2,10.5,1.12,1.14,2.92,3.05,1.49,1.53,1.46,1.48,1.54,1.56,1.47,1.49,1.237509779,1.237509781,1.237509782,1.237509764
French Ligue 1,2025-01-05,11:00:00,Lens,Toulouse,2.02,2.04,4.3,4.5,3.5,3.6,1.84,1.92,2.08,2.2,1.91,2.0,2.0,2.1,11.0,12.5,13.0,15.0,28.0,34.0,12.5,100.0,7.8,8.8,7.4,8.0,16.0,18.0,50.0,65.0,10.5,11.5,9.8,10.5,18.0,21.0,60.0,75.0,21.0,24.0,20.0,23.0,36.0,42.0,12.5,130.0,14.5,16.5,50.0,70.0,14.0,1000.0,33871073,44793.0,305969.0,58805.0,1.237255519,1.237255503,1.237255518,1.237255528,2.52,3.6,1.38,1.65,10.0,15.5,1.08,1.1,3.45,3.75,1.36,1.4,1.28,1.31,1.96,1.99,1.38,1.4,1.237255521,1.237255523,1.237255524,1.237255506
French Ligue 1,2025-01-05,11:00:00,Angers,Brest,3.45,3.65,2.32,2.42,3.35,3.4,1.73,1.88,2.12,2.4,1.94,2.02,1.98,2.06,10.0,11.0,8.2,9.0,12.5,14.0,28.0,32.0,10.5,12.0,7.0,7.6,10.5,11.5,24.0,29.0,20.0,23.0,13.5,15.5,18.0,19.5,11.0,50.0,55.0,70.0,38.0,50.0,50.0,70.0,13.0,140.0,11.5,55.0,21.0,27.0,14.5,1000.0,33870999,473963.0,669348.0,58805.0,1.237254627,1.237254611,1.237254626,1.237254636,1.01,1000.0,1.01,1000.0,8.6,13.5,1.09,1.11,3.15,3.75,1.38,1.46,1.71,1.75,1.37,1.4,1.41,1.43,1.237254629,1.237254631,1.237254632,1.237254614
English Premier League,2025-01-05,11:00:00,Fulham,Ipswich,1.62,1.63,6.2,6.4,4.4,4.6,2.2,2.24,1.8,1.83,1.87,1.94,2.06,2.14,17.0,18.0,20.0,23.0,46.0,55.0,48.0,180.0,8.6,9.0,9.2,9.4,21.0,23.0,70.0,80.0,9.2,9.6,9.2,9.4,19.5,21.0,65.0,80.0,14.0,15.0,15.0,16.0,30.0,34.0,90.0,100.0,7.6,8.4,70.0,95.0,230.0,1000.0,33892706,56764.0,48324.0,58805.0,1.237589265,1.237589204,1.237589264,1.237589275,3.35,4.5,1.29,1.43,15.5,19.0,1.05,1.07,4.4,4.7,1.27,1.29,1.19,1.2,2.58,2.62,1.28,1.3,1.237589267,1.237589269,1.237589270,1.237589208
Italian Serie C,2025-01-05,11:00:00,FC Legnago,Nuovo Campobasso,1.04,900.0,1.04,900.0,1.01,950.0,1.17,1000.0,1.01,7.8,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33906820,10773585.0,6751941.0,58805.0,1.237776881,1.237776926,1.237776965,1.23777689,1.01,1000.0,1.01,1000.0,1.17,1000.0,1.01,7.8,1.17,1000.0,1.01,7.8,1.01,36.0,1.01,36.0,1.01,290.0,1.237776882,1.237776884,1.237776885,1.237776929
Greek Super League,2025-01-05,11:30:00,Aris,OFI,1.56,1.76,5.1,8.6,3.85,5.2,1.8,2.1,1.9,2.26,1.01,1000.0,1.58,2.44,10.0,17.0,14.5,25.0,38.0,70.0,140.0,1000.0,5.9,9.4,6.8,11.0,17.5,30.0,70.0,130.0,6.8,11.0,7.6,12.5,17.5,30.0,70.0,120.0,11.0,18.5,13.5,23.0,30.0,55.0,110.0,1000.0,7.8,13.0,100.0,180.0,1.01,1000.0,33869640,244704.0,728087.0,58805.0,1.23723127,1.237231315,1.237231354,1.237231279,1.01,1000.0,1.01,1000.0,3.1,1000.0,1.01,1.48,3.35,4.3,1.3,1.43,1.13,1.21,2.3,3.0,1.27,1.36,1.237231271,1.237231273,1.237231274,1.237231318
Scottish Premiership,2025-01-05,11:30:00,Motherwell,Aberdeen,2.62,2.74,2.78,3.0,3.4,3.6,1.89,2.02,1.99,2.12,1.62,2.06,2.16,2.32,12.0,1000.0,10.0,12.0,17.0,1000.0,32.0,1000.0,9.8,11.5,7.0,9.0,11.0,1000.0,21.0,1000.0,12.0,1000.0,10.5,12.0,15.5,1000.0,34.0,1000.0,29.0,1000.0,22.0,1000.0,26.0,1000.0,1.01,1000.0,17.5,1000.0,26.0,1000.0,1.01,1000.0,33899682,10707.0,1189.0,58805.0,1.237690609,1.237690619,1.237690608,1.237690618,1.01,1000.0,1.01,1000.0,10.0,15.5,1.07,1.11,3.15,4.6,1.28,1.47,1.5,1.56,1.57,1.62,1.38,1.41,1.2376906,1.237690612,1.237690613,1.237690623
Portuguese Liga 3,2025-01-05,12:00:00,Fafe,Braga B,1.82,2.36,3.5,1000.0,3.0,1000.0,1.66,2.04,1.98,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33899569,616851.0,6563319.0,58805.0,1.237760535,1.237760538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottish Premiership,2025-01-05,12:00:00,Dundee Utd,Hearts,2.46,2.54,2.74,3.15,3.4,3.75,1.94,2.2,1.83,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33899708,48818.0,47993.0,58805.0,1.237690717,1.237690727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
