League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Croatian 1 HNL,2024-12-20,14:00:00,Osijek,NK Istra,1.65,1.8,5.1,7.4,3.75,4.4,1.87,2.28,1.79,2.14,1.76,2.12,1.77,2.12,10.5,18.0,1.03,24.0,1.03,60.0,1.03,200.0,5.3,12.0,5.6,13.0,1.03,27.0,1.03,110.0,1.03,14.5,6.2,12.5,1.03,28.0,1.03,100.0,12.0,21.0,13.5,23.0,1.03,50.0,1.03,170.0,7.0,13.5,75.0,140.0,1.03,1000.0,33870167,16777.0,3991406.0,58805.0,1.237242661,1.237242706,1.237242745,1.237242670,2.74,4.2,1.01,1000.0,10.0,18.0,1.06,1.1,3.6,4.4,1.3,1.39,1.18,1.23,2.24,2.54,1.29,1.37,1.237242662,1.237242664,1.237242665,1.237242709
Romanian Liga I,2024-12-20,14:00:00,ACS Sepsi OSK,Universitatea Cluj,1.09,1000.0,1.44,1000.0,3.0,3.3,1.55,1.79,2.28,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33869735,8916863.0,2487034.0,58805.0,1.237232225,1.237232270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Bundesliga 2,2024-12-20,14:30:00,Elversberg,Schalke 04,2.2,2.36,3.15,3.35,3.9,4.1,2.36,2.7,1.59,1.73,1.55,1.71,2.4,2.82,16.0,27.0,13.0,22.0,20.0,32.0,1.03,65.0,11.5,17.5,7.2,12.0,11.5,17.0,1.03,38.0,12.5,21.0,9.4,12.5,11.5,19.5,1.03,44.0,1.03,36.0,15.0,25.0,20.0,36.0,1.03,80.0,8.6,13.0,16.5,25.0,1.03,490.0,33869991,500893.0,44517.0,58805.0,1.237234660,1.237234670,1.237234659,1.237234669,1.01,1000.0,1.22,1.54,4.6,26.0,1.04,1.06,4.6,7.4,1.16,1.28,1.42,1.47,1.74,1.83,1.33,1.35,1.237234651,1.237234663,1.237234664,1.237234674
German Bundesliga 2,2024-12-20,14:30:00,Fortuna Dusseldorf,FC Magdeburg,2.18,2.26,3.4,3.6,3.75,3.9,2.16,2.36,1.73,1.87,1.61,1.76,2.32,2.64,16.0,25.0,13.0,19.5,21.0,34.0,1.03,75.0,9.8,13.5,7.0,8.6,11.5,17.0,1.03,46.0,12.5,19.0,8.8,12.0,13.0,19.5,1.03,48.0,1.03,34.0,17.5,27.0,1.03,38.0,1.03,90.0,11.0,17.0,21.0,38.0,1.03,1000.0,33867743,879210.0,516219.0,58805.0,1.237203610,1.237203620,1.237203609,1.237203619,1.01,1000.0,1.23,1.57,4.4,21.0,1.05,1.08,4.4,5.5,1.22,1.3,1.39,1.42,1.79,1.85,1.34,1.37,1.237203601,1.237203613,1.237203614,1.237203624
German 3 Liga,2024-12-20,15:00:00,Ingolstadt,Cottbus,2.1,2.38,2.98,3.8,3.85,5.4,2.64,3.4,1.46,1.61,1.41,1.63,2.44,1000.0,1.03,34.0,1.03,25.0,1.03,34.0,1.03,1000.0,1.03,21.0,1.03,13.0,1.03,17.5,1.03,36.0,1.03,23.0,1.03,14.5,1.03,19.0,1.03,40.0,1.03,36.0,1.03,24.0,1.03,32.0,1.03,1000.0,7.2,12.0,12.5,21.0,1.03,1000.0,33869985,1229688.0,204683.0,58805.0,1.237235179,1.237235224,1.237235263,1.237235188,3.5,5.3,1.23,1.4,17.5,36.0,1.03,1.06,5.0,10.5,1.12,1.25,1.4,1.51,1.72,1.91,1.25,1.36,1.237235180,1.237235182,1.237235183,1.237235227
Portuguese Segunda Liga,2024-12-20,15:00:00,Leixoes,Mafra,1.41,2.16,1.04,6.6,3.3,950.0,1.48,1.84,2.2,3.1,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33868434,146050.0,2268747.0,58805.0,1.237221040,1.237221050,1.237221039,1.237221049,1.01,3.3,1.01,1.75,7.2,11.0,1.1,1.16,2.48,3.65,1.38,1.68,1.18,1.49,1.87,3.4,1.01,1.43,1.237221031,1.237221043,1.237221044,1.237221054
Dutch Eerste Divisie,2024-12-20,16:00:00,Jong PSV Eindhoven,Vitesse Arnhem,2.38,2.8,2.48,2.86,3.6,5.0,2.6,3.3,1.44,1.57,1.37,1.64,2.58,3.7,22.0,38.0,14.5,25.0,16.5,28.0,27.0,46.0,14.5,25.0,8.4,14.0,9.6,16.0,16.5,28.0,17.0,29.0,9.6,16.0,11.0,18.0,19.0,32.0,28.0,48.0,16.5,28.0,19.5,34.0,34.0,60.0,8.6,14.0,8.2,13.5,170.0,1000.0,33871309,7976153.0,56363.0,58805.0,1.237259566,1.237259611,1.237259650,1.237259575,1.01,1000.0,1.01,1000.0,5.3,55.0,1.02,1.05,5.1,10.5,1.11,1.23,1.58,1.68,1.56,1.73,1.26,1.33,1.237259567,1.237259569,1.237259570,1.237259614
Dutch Eerste Divisie,2024-12-20,16:00:00,Cambuur Leeuwarden,Jong AZ Alkmaar,1.43,1.51,5.3,8.6,4.7,7.8,3.15,3.65,1.38,1.47,1.5,1.86,2.16,2.98,32.0,60.0,27.0,46.0,50.0,85.0,120.0,210.0,11.0,18.5,10.5,18.0,18.5,32.0,50.0,90.0,9.2,15.0,8.2,13.5,14.5,24.0,36.0,65.0,10.0,17.0,10.5,17.5,17.0,29.0,46.0,80.0,3.5,5.3,36.0,65.0,1.01,1000.0,33866523,8942269.0,5320893.0,58805.0,1.237183918,1.237183963,1.237184002,1.237183927,1.01,1000.0,1.01,1000.0,6.4,55.0,1.02,1.04,3.15,11.0,1.1,1.18,1.13,1.2,2.96,3.4,1.19,1.27,1.237183919,1.237183921,1.237183922,1.237183966
Dutch Eerste Divisie,2024-12-20,16:00:00,FC Dordrecht,FC Eindhoven,1.65,1.82,4.1,5.3,4.2,5.2,2.56,3.05,1.49,1.64,1.53,1.82,2.36,3.1,19.0,32.0,18.0,30.0,29.0,50.0,65.0,120.0,10.0,17.0,8.2,13.5,13.5,23.0,32.0,60.0,10.0,16.5,7.8,13.0,12.5,21.0,32.0,55.0,14.0,24.0,11.5,19.5,18.5,32.0,46.0,80.0,5.3,8.4,24.0,42.0,280.0,490.0,33866524,11434104.0,503439.0,58805.0,1.237183828,1.237183873,1.237183912,1.237183837,1.01,1000.0,1.01,1000.0,17.5,36.0,1.03,1.06,4.8,9.2,1.13,1.25,1.23,1.33,2.2,2.54,1.23,1.32,1.237183829,1.237183831,1.237183832,1.237183876
Dutch Eredivisie,2024-12-20,16:00:00,RKC Waalwijk,PEC Zwolle,2.98,3.15,2.38,2.46,3.8,3.9,2.18,2.34,1.75,1.85,1.54,1.91,2.32,2.52,15.5,17.5,11.5,12.5,15.0,17.0,29.0,34.0,13.0,14.5,7.8,8.8,10.5,11.5,21.0,24.0,19.5,22.0,12.0,13.5,14.5,16.5,30.0,34.0,42.0,48.0,27.0,30.0,34.0,40.0,65.0,75.0,20.0,23.0,14.5,16.5,1.01,1000.0,33856616,3954225.0,8750569.0,58805.0,1.237044051,1.237044063,1.237044050,1.237044062,1.01,1000.0,1.01,1000.0,13.5,26.0,1.04,1.08,3.75,5.7,1.21,1.36,1.67,1.73,1.47,1.52,1.34,1.36,1.237044041,1.237044055,1.237044056,1.237044068
Dutch Eerste Divisie,2024-12-20,16:00:00,Emmen,Den Bosch,1.73,1.85,4.5,6.2,3.5,5.2,2.04,2.72,1.58,1.96,1.57,1.98,2.02,2.74,15.5,26.0,15.0,25.0,13.5,50.0,23.0,1000.0,9.4,13.5,8.2,11.5,13.0,23.0,17.5,70.0,10.0,14.5,7.6,12.5,15.5,22.0,38.0,65.0,13.5,23.0,11.0,22.0,21.0,36.0,55.0,1000.0,6.8,11.0,38.0,65.0,1.01,1000.0,33866487,419126.0,48452.0,58805.0,1.237183738,1.237183783,1.237183822,1.237183747,1.01,1000.0,1.01,1000.0,13.5,26.0,1.04,1.07,3.9,7.0,1.18,1.34,1.23,1.28,2.16,2.38,1.3,1.34,1.237183739,1.237183741,1.237183742,1.237183786
Belgian First Division B,2024-12-20,16:00:00,Francs Borains,Racing Genk B,1.78,1.97,3.9,4.8,4.0,4.8,2.44,2.8,1.55,1.7,1.49,1.83,2.4,2.74,17.0,29.0,18.5,27.0,30.0,44.0,55.0,100.0,11.0,16.0,9.0,11.0,14.5,21.0,36.0,55.0,11.5,17.0,9.0,11.0,14.5,21.0,36.0,55.0,18.0,26.0,14.5,21.0,22.0,34.0,48.0,85.0,7.2,8.6,26.0,40.0,1.01,1000.0,33869983,2660690.0,49883734.0,58805.0,1.237238001,1.237238046,1.237238085,1.237238010,3.25,4.9,1.25,1.44,13.5,36.0,1.03,1.07,4.2,8.2,1.14,1.31,1.27,1.35,2.02,2.3,1.26,1.34,1.237238002,1.237238004,1.237238005,1.237238049
Belgian First Division B,2024-12-20,16:00:00,Club Brugge B,Zulte-Waregem,4.5,6.2,1.71,1.86,3.9,4.6,2.14,2.6,1.62,1.88,1.59,2.02,1.99,2.68,14.5,24.0,7.6,12.5,8.4,14.0,13.0,22.0,14.5,25.0,7.0,11.5,7.4,12.0,13.0,22.0,30.0,55.0,13.5,23.0,13.5,23.0,22.0,38.0,85.0,150.0,44.0,75.0,40.0,75.0,65.0,120.0,44.0,80.0,7.0,11.5,1.01,1000.0,33870765,35589714.0,505726.0,58805.0,1.237250522,1.237250567,1.237250606,1.237250531,1.01,1000.0,1.01,1000.0,12.0,26.0,1.04,1.08,3.9,5.9,1.2,1.3,2.16,2.42,1.22,1.29,1.27,1.34,1.237250523,1.237250525,1.237250526,1.237250570
Dutch Eerste Divisie,2024-12-20,16:00:00,Jong FC Utrecht,Helmond Sport,2.92,3.3,2.26,2.52,3.15,4.1,1.94,2.3,1.76,2.08,1.54,1.92,2.08,2.84,12.5,21.0,9.2,15.0,12.0,20.0,21.0,40.0,10.5,18.0,6.6,11.0,8.6,14.0,17.0,29.0,16.5,28.0,10.0,16.5,12.0,21.0,24.0,42.0,36.0,65.0,21.0,40.0,28.0,50.0,55.0,95.0,18.0,30.0,11.5,19.5,1.01,1000.0,33871804,11378686.0,419129.0,58805.0,1.237267592,1.237267637,1.237267676,1.237267601,1.01,1000.0,1.01,1000.0,12.0,26.0,1.04,1.07,3.75,5.6,1.21,1.37,1.66,1.79,1.45,1.5,1.32,1.38,1.237267593,1.237267595,1.237267596,1.237267640
Spanish Segunda Division,2024-12-20,16:30:00,FC Cartagena,Albacete,3.35,3.7,2.26,2.48,3.05,3.65,1.7,1.87,2.14,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33872244,5740008.0,309089.0,58805.0,1.237279670,1.237279715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish Primera Division RFEF Group 1,2024-12-20,16:30:00,Ponferradina,CA Tarazona,1.1,600.0,1.1,870.0,1.24,950.0,1.15,300.0,1.01,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33877091,2028828.0,10799863.0,58805.0,1.237359765,1.237359810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Serie C,2024-12-20,16:30:00,Monopoli,AP Turris Calcio,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1000.0,1.01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33875163,0.0,0.0,0.0,0.0,1.237330319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Serie C,2024-12-20,16:30:00,ASD Alcione,Atalanta B,0.0,0.0,0.0,0.0,0.0,0.0,1.07,300.0,1.01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33877466,0.0,0.0,0.0,0.0,1.237364682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Serie C,2024-12-20,16:30:00,Ascoli,SPAL,0.0,0.0,0.0,0.0,0.0,0.0,1.17,300.0,1.01,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33877514,0.0,0.0,0.0,0.0,1.237366797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
