League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Spanish Primera Division RFEF Group 2,2024-12-20,16:30:00,Betis B,Sevilla B,1.1,600.0,1.1,870.0,1.24,950.0,1.15,300.0,1.01,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33877112,2522844.0,6603999.0,58805.0,1.237360669,1.237360714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Serie C,2024-12-20,16:30:00,Lucchese,ASD Pineto Calcio,0.0,0.0,0.0,0.0,0.0,0.0,1.17,300.0,1.01,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33877543,0.0,0.0,0.0,0.0,1.237366403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Serie C,2024-12-20,16:30:00,Pontedera,FC Legnago,0.0,0.0,0.0,0.0,0.0,0.0,1.17,300.0,1.01,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33877527,0.0,0.0,0.0,0.0,1.237366707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Serie B,2024-12-20,16:30:00,Salernitana,Brescia,2.14,2.3,3.65,3.95,3.3,3.6,1.82,1.92,2.08,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33870525,60303.0,7407.0,58805.0,1.237250135,1.237250145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Bundesliga,2024-12-20,16:30:00,Bayern Munich,RB Leipzig,1.35,1.36,9.6,10.5,6.4,6.6,3.3,3.6,1.39,1.43,1.69,1.74,2.34,2.46,32.0,42.0,46.0,55.0,38.0,110.0,55.0,310.0,13.5,15.0,14.0,15.0,32.0,36.0,40.0,120.0,10.0,11.0,10.0,11.0,20.0,22.0,70.0,85.0,11.5,12.5,11.5,12.0,22.0,25.0,70.0,85.0,3.5,3.65,65.0,90.0,55.0,800.0,33853704,5774350.0,5340398.0,58805.0,1.236993282,1.236993266,1.236993281,1.236993291,4.0,6.2,1.19,1.34,34.0,55.0,1.02,1.03,7.6,9.4,1.13,1.14,1.11,1.12,3.8,3.95,1.18,1.19,1.236993284,1.236993286,1.236993287,1.236993269
Italian Serie C,2024-12-20,16:30:00,Cavese 1919,Benevento,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1000.0,1.01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33875155,0.0,0.0,0.0,0.0,1.237330499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottish Premiership,2024-12-20,16:45:00,Motherwell,Kilmarnock,2.42,2.66,3.05,3.6,3.25,3.5,1.78,1.93,2.06,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33868143,10707.0,56086.0,58805.0,1.237209248,1.237209293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottish Championship,2024-12-20,16:45:00,Queens Park,Raith,1.35,1000.0,1.35,1000.0,1.23,4.3,1.71,2.06,1.94,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33868469,729809.0,674747.0,58805.0,1.237219114,1.237219159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Serie A,2024-12-20,16:45:00,Verona,AC Milan,5.7,5.9,1.67,1.68,4.3,4.5,2.16,2.18,1.84,1.85,1.83,1.89,2.12,2.2,16.0,19.0,9.0,9.8,9.2,10.0,14.0,16.5,18.0,24.0,8.8,9.4,9.4,10.5,14.5,16.5,25.0,55.0,18.5,22.0,18.0,23.0,22.0,36.0,44.0,180.0,34.0,90.0,34.0,80.0,38.0,130.0,36.0,95.0,7.6,8.2,90.0,1000.0,33853690,676465.0,127991.0,58805.0,1.236994242,1.236994226,1.236994241,1.236994251,3.3,3.7,1.37,1.43,15.5,21.0,1.05,1.07,4.5,4.9,1.26,1.29,2.46,2.5,1.2,1.22,1.29,1.31,1.236994244,1.236994246,1.236994247,1.236994229
English League 2,2024-12-20,16:45:00,Gillingham,Cheltenham,2.26,2.5,3.1,3.7,3.15,3.55,1.67,1.85,2.18,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33868435,56298.0,18559.0,58805.0,1.237216002,1.237216047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English League 1,2024-12-20,16:45:00,Wycombe,Bolton,2.14,2.28,3.3,3.7,3.45,3.95,1.92,2.04,1.98,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33868378,49584.0,48322.0,58805.0,1.237214775,1.237214820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English League 1,2024-12-20,16:45:00,Cambridge Utd,Huddersfield,3.75,5.4,1.91,2.1,3.25,4.5,1.83,2.08,1.94,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33868375,256400.0,78984.0,58805.0,1.237214865,1.237214910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English League 1,2024-12-20,16:45:00,Stockport,Peterborough,1.85,1.94,4.0,4.8,4.0,4.8,2.16,2.68,1.59,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33868388,47997.0,18563.0,58805.0,1.237214685,1.237214730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgian First Division A,2024-12-20,16:45:00,Westerlo,Yellow-Red Mechelen,2.24,2.42,2.96,3.2,3.75,4.5,2.56,3.15,1.46,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33870304,51406.0,13052998.0,58805.0,1.237243781,1.237243791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English League 2,2024-12-20,16:45:00,Crewe,Colchester,2.3,2.88,2.9,3.5,3.25,3.65,1.58,1.84,2.18,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33868432,47991.0,148734.0,58805.0,1.237216092,1.237216137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish La Liga,2024-12-20,17:00:00,Girona,Valladolid,1.47,1.48,8.2,8.4,4.9,5.0,2.14,2.2,1.84,1.88,2.06,2.16,1.86,1.93,16.0,18.5,21.0,26.0,32.0,75.0,50.0,330.0,7.6,8.2,9.8,11.0,20.0,29.0,40.0,150.0,7.6,8.4,9.4,10.5,18.5,27.0,40.0,120.0,10.5,12.5,13.5,16.5,24.0,44.0,44.0,190.0,6.6,7.2,44.0,200.0,100.0,1000.0,33853357,968185.0,13362.0,58805.0,1.236987625,1.236987609,1.236987624,1.236987634,0.0,0.0,0.0,0.0,12.5,21.0,1.05,1.07,4.2,4.8,1.28,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236987630,1.236987612
English Championship,2024-12-20,17:00:00,Luton,Derby,2.26,2.3,3.8,3.85,3.35,3.4,1.72,1.79,2.28,2.4,1.96,2.1,1.92,2.04,9.2,11.0,10.5,12.0,17.0,36.0,34.0,95.0,7.6,8.6,7.0,7.4,14.0,20.0,27.0,210.0,11.5,13.5,10.0,11.5,18.0,22.0,32.0,80.0,18.5,44.0,18.0,42.0,28.0,260.0,42.0,170.0,20.0,25.0,30.0,75.0,60.0,1000.0,33867955,223467.0,48325.0,58805.0,1.237206985,1.237206995,1.237206984,1.237206994,2.42,3.45,1.41,1.7,9.4,12.5,1.09,1.12,3.2,3.35,1.42,1.45,1.35,1.36,1.78,1.8,1.41,1.43,1.237206976,1.237206988,1.237206989,1.237206999
Portuguese Primeira Liga,2024-12-20,17:15:00,Casa Pia,Arouca,2.42,2.8,3.25,3.55,3.0,3.35,1.6,1.68,2.46,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33870966,616839.0,3413603.0,58805.0,1.237254213,1.237254223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
