League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Spanish Segunda RFEF - Group 4,2024-12-21,08:30:00,Linares Deportivo,Xerez CD,2.28,3.3,2.66,4.0,2.64,330.0,1.4,1.85,2.16,3.5,1.02,1000.0,1.02,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33875000,7977266.0,22896049.0,58805.0,1.237332057,1.237332102,1.237332141,1.237332066,1.2,1000.0,1.01,20.0,2.46,1000.0,1.01,1.68,2.46,3.9,1.35,1.68,1.33,1.61,1.43,1.79,1.22,1.61,1.237332058,1.237332060,1.237332061,1.237332105
Azerbaijan Premier League,2024-12-21,09:00:00,PFK Turan Tovuz,Neftchi Baku,2.12,2.96,2.82,4.4,2.72,950.0,1.51,1.91,2.08,2.96,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33875142,6658940.0,865343.0,58805.0,1.237327561,1.237327606,1.237327645,1.237327570,1.01,1000.0,1.01,1000.0,2.52,1000.0,1.01,1.66,2.52,3.95,1.33,1.66,1.29,1.55,1.51,1.9,1.21,1.59,1.237327562,1.237327564,1.237327565,1.237327609
German Bundesliga 2,2024-12-21,09:00:00,Hamburger SV,Greuther Furth,1.65,1.66,5.1,5.6,4.7,4.9,2.66,3.05,1.49,1.61,1.59,1.75,2.32,2.7,1.13,42.0,1.13,34.0,1.01,65.0,1.01,150.0,11.0,16.5,9.8,13.0,16.5,25.0,1.01,70.0,10.0,15.5,8.4,11.5,14.5,22.0,1.03,60.0,13.5,20.0,12.5,19.0,19.5,30.0,1.01,80.0,5.0,6.6,1.01,55.0,1.03,470.0,33869988,44784.0,64375.0,58805.0,1.237234768,1.237234778,1.237234767,1.237234777,1.01,1000.0,1.01,1000.0,17.5,36.0,1.03,1.05,5.0,8.8,1.13,1.23,1.22,1.24,2.5,2.54,1.26,1.28,1.237234759,1.237234771,1.237234772,1.237234782
German Bundesliga 2,2024-12-21,09:00:00,Preussen Munster,SSV Ulm,2.18,2.38,3.5,4.0,3.25,3.65,1.79,1.92,2.08,2.28,1.68,1.96,1.86,2.22,9.0,15.0,11.0,15.5,19.0,32.0,1.01,90.0,7.0,980.0,5.7,8.8,11.0,18.0,1.03,60.0,12.0,17.0,9.6,11.5,1.01,24.0,1.01,75.0,21.0,36.0,19.0,32.0,1.03,55.0,1.01,150.0,15.5,26.0,1.01,65.0,1.01,1000.0,33867740,3235019.0,6542374.0,58805.0,1.237203826,1.237203836,1.237203825,1.237203835,1.01,1000.0,1.01,1000.0,10.0,15.5,1.08,1.11,3.35,3.75,1.36,1.43,1.33,1.4,1.72,1.85,1.38,1.45,1.237203817,1.237203829,1.237203830,1.237203840
German Bundesliga 2,2024-12-21,09:00:00,Paderborn,Karlsruhe,2.02,2.26,3.4,4.0,3.8,4.1,2.42,2.76,1.57,1.7,1.55,1.71,2.42,2.82,18.0,32.0,15.0,23.0,1.13,36.0,1.01,80.0,10.5,16.5,7.8,10.5,11.5,18.0,1.13,46.0,12.5,19.0,8.8,12.0,12.5,19.0,1.13,44.0,20.0,32.0,16.0,24.0,21.0,34.0,1.01,75.0,8.8,12.0,21.0,34.0,1.03,490.0,33867741,208035.0,113191.0,58805.0,1.237203718,1.237203728,1.237203717,1.237203727,1.01,1000.0,1.01,1000.0,15.0,26.0,1.04,1.06,4.4,7.8,1.15,1.29,1.33,1.42,1.79,1.99,1.32,1.36,1.237203709,1.237203721,1.237203722,1.237203732
Serbian Super League,2024-12-21,09:00:00,FK IMT Novi Beograd,Zeleznicar Pancevo,2.16,3.2,2.74,3.85,2.92,950.0,1.78,2.34,1.74,2.28,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33874969,17203916.0,17203915.0,58805.0,1.237328929,1.237329020,1.237329097,1.237328947,2.66,4.3,1.01,1000.0,2.64,1000.0,1.01,1.61,2.64,1000.0,1.01,1.61,1.35,1.58,1.45,1.87,1.2,1.53,1.237328931,1.237328935,1.237328937,1.237329026
English League 2,2024-12-21,09:30:00,Doncaster,Tranmere,1.61,1.75,5.5,6.6,3.9,4.7,1.94,2.24,1.81,2.06,1.74,2.14,1.79,2.22,1.01,980.0,1.13,980.0,1.01,1000.0,1.01,1000.0,5.5,980.0,6.4,980.0,1.01,980.0,1.01,1000.0,6.8,14.0,6.4,980.0,1.13,1000.0,1.01,1000.0,10.0,1000.0,11.0,1000.0,1.01,1000.0,1.01,1000.0,6.4,14.5,1.01,1000.0,1.01,1000.0,33868471,49205.0,54004.0,58805.0,1.237216272,1.237216317,1.237216356,1.237216281,1.01,1000.0,1.3,1.54,10.0,1000.0,1.01,1.1,3.65,4.7,1.27,1.38,1.2,1.22,2.32,2.62,1.27,1.34,1.237216273,1.237216275,1.237216276,1.237216320
English Premier League,2024-12-21,09:30:00,Aston Villa,Man City,3.45,3.5,2.16,2.18,3.9,3.95,2.52,2.54,1.64,1.65,1.56,1.61,2.64,2.76,20.0,21.0,13.0,13.5,15.0,15.5,25.0,27.0,17.5,18.5,8.8,9.0,10.0,10.5,18.0,19.0,26.0,27.0,13.5,14.0,14.0,14.5,25.0,26.0,55.0,60.0,30.0,34.0,34.0,36.0,55.0,60.0,21.0,23.0,10.0,11.0,130.0,470.0,33851608,63908.0,47999.0,58805.0,1.236960215,1.236960154,1.236960214,1.236960225,3.35,5.1,1.24,1.43,20.0,23.0,1.04,1.05,5.1,6.4,1.19,1.25,1.84,1.86,1.4,1.41,1.33,1.35,1.236960217,1.236960219,1.236960220,1.236960158
English League 2,2024-12-21,09:30:00,Barrow,Fleetwood Town,2.22,2.44,3.15,3.7,3.1,3.95,1.69,1.88,2.14,2.46,1.01,1000.0,1.01,2.4,7.2,15.0,7.6,1000.0,1.01,1000.0,1.01,1000.0,5.7,12.5,4.8,10.0,9.2,1000.0,1.01,1000.0,8.6,1000.0,7.2,15.0,13.5,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33868489,62647.0,3396710.0,58805.0,1.237216182,1.237216227,1.237216266,1.237216191,1.01,1000.0,1.39,1.69,2.74,1000.0,1.01,1.57,2.74,4.1,1.32,1.57,1.37,1.41,1.71,1.82,1.38,1.42,1.237216183,1.237216185,1.237216186,1.237216230
English League 1,2024-12-21,09:30:00,Bristol Rovers,Wrexham,4.2,4.7,1.99,2.0,3.55,3.75,1.79,1.97,2.04,2.28,1.74,2.26,1.88,2.2,10.0,980.0,7.6,9.0,1.01,11.5,20.0,23.0,13.0,980.0,7.4,8.0,9.6,10.5,19.5,23.0,25.0,32.0,16.0,18.0,18.0,22.0,1.13,44.0,1.01,100.0,1.01,65.0,1.01,75.0,1.01,130.0,1.01,75.0,14.0,17.5,1.01,1000.0,33868394,69821.0,63604.0,58805.0,1.237214955,1.237215000,1.237215039,1.237214964,2.62,3.95,1.01,1000.0,10.0,15.5,1.07,1.11,3.0,4.4,1.3,1.5,2.0,2.02,1.28,1.3,1.37,1.4,1.237214956,1.237214958,1.237214959,1.237215003
English League 1,2024-12-21,09:30:00,Lincoln,Reading,1.86,1.88,4.7,4.9,3.75,3.85,1.97,2.12,1.89,2.04,1.67,2.14,2.06,2.22,13.0,14.5,15.0,17.0,30.0,36.0,1.01,110.0,8.4,9.2,7.8,8.8,16.5,18.5,1.01,65.0,10.0,11.5,9.4,10.0,17.5,19.5,1.01,75.0,18.5,20.0,17.5,19.5,30.0,36.0,1.01,110.0,11.5,12.5,1.13,70.0,1.01,1000.0,33868376,148737.0,103122.0,58805.0,1.237215045,1.237215090,1.237215129,1.237215054,1.01,1000.0,1.01,1000.0,11.0,18.0,1.06,1.09,3.85,4.3,1.3,1.35,1.25,1.27,2.12,2.16,1.35,1.36,1.237215046,1.237215048,1.237215049,1.237215093
English Championship,2024-12-21,09:30:00,Portsmouth,Coventry,4.0,4.3,1.97,2.02,3.85,3.95,2.04,2.22,1.82,1.97,1.77,1.87,2.16,2.3,14.0,15.5,9.4,10.5,11.5,12.5,21.0,23.0,15.0,17.0,8.0,8.6,9.8,10.5,18.0,20.0,27.0,30.0,15.0,16.5,16.0,18.0,29.0,34.0,36.0,85.0,40.0,48.0,46.0,55.0,36.0,95.0,36.0,44.0,11.0,13.5,16.5,1000.0,33867785,58344.0,48043.0,58805.0,1.237204312,1.237204322,1.237204311,1.237204321,1.01,1000.0,1.01,1000.0,14.0,21.0,1.05,1.08,4.0,4.6,1.28,1.33,1.98,2.04,1.31,1.33,1.33,1.36,1.237204303,1.237204315,1.237204316,1.237204326
English Championship,2024-12-21,09:30:00,Hull,Swansea,2.6,2.68,2.98,3.05,3.45,3.55,1.89,1.98,2.02,2.12,1.82,1.88,2.14,2.22,11.5,13.0,11.0,12.5,17.5,19.5,42.0,48.0,9.8,11.0,7.2,7.8,12.0,13.0,30.0,34.0,15.0,16.5,11.0,12.0,16.5,18.0,40.0,46.0,34.0,38.0,26.0,29.0,38.0,42.0,38.0,110.0,21.0,25.0,26.0,32.0,16.5,1000.0,33867909,70385.0,62683.0,58805.0,1.237206623,1.237206633,1.237206622,1.237206632,1.01,1000.0,1.01,1000.0,10.0,15.5,1.07,1.1,3.65,3.9,1.34,1.38,1.48,1.51,1.59,1.62,1.39,1.41,1.237206614,1.237206626,1.237206627,1.237206637
English Championship,2024-12-21,09:30:00,Sheff Wed,Stoke,2.0,2.04,4.3,4.5,3.6,3.7,1.9,2.0,2.0,2.12,1.85,1.95,2.06,2.18,12.5,13.5,14.0,15.5,28.0,32.0,36.0,95.0,8.4,9.4,7.6,8.2,16.0,17.0,48.0,55.0,10.5,12.0,9.8,10.5,18.0,19.5,55.0,65.0,21.0,23.0,19.0,21.0,34.0,38.0,38.0,130.0,13.0,14.5,48.0,65.0,17.5,1000.0,33867988,47992.0,69720.0,58805.0,1.237209683,1.237209693,1.237209682,1.237209692,1.01,1000.0,1.34,1.57,11.5,15.5,1.07,1.1,3.7,4.3,1.31,1.38,1.29,1.31,1.97,2.0,1.37,1.38,1.237209674,1.237209686,1.237209687,1.237209697
Turkish Super League,2024-12-21,10:00:00,Sivasspor,Samsunspor,3.55,4.8,2.02,2.3,3.45,3.6,1.91,2.16,1.86,2.1,1.01,1000.0,1.75,2.84,1.01,1000.0,6.4,14.0,8.6,1000.0,15.0,1000.0,9.2,1000.0,5.4,12.0,7.0,15.0,13.5,1000.0,17.5,1000.0,10.0,1000.0,12.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,9.2,1000.0,1.01,1000.0,33866083,508773.0,113124.0,58805.0,1.237177620,1.237177630,1.237177619,1.237177629,1.01,1000.0,1.01,1000.0,9.2,1000.0,1.01,1.12,3.25,5.0,1.25,1.44,1.76,1.99,1.28,1.4,1.38,1.4,1.237177611,1.237177623,1.237177624,1.237177634
Turkish 1 Lig,2024-12-21,10:00:00,Manisa FK,Sanliurfaspor,1.87,2.08,4.0,5.1,3.4,4.6,1.79,2.02,1.98,2.28,1.73,2.08,1.8,2.16,9.4,15.5,12.5,18.5,27.0,40.0,70.0,130.0,7.4,9.2,7.2,8.8,15.5,22.0,42.0,75.0,9.8,12.0,9.2,11.5,17.5,25.0,50.0,85.0,18.5,27.0,18.0,27.0,29.0,50.0,85.0,1000.0,12.5,18.0,48.0,85.0,1.01,1000.0,33867858,27282595.0,2610482.0,58805.0,1.237206090,1.237206135,1.237206174,1.237206099,1.01,1000.0,1.01,1000.0,3.3,1000.0,1.01,1.43,3.3,4.5,1.33,1.43,1.25,1.33,1.92,2.16,1.33,1.42,1.237206091,1.237206093,1.237206094,1.237206138
Spanish Segunda Division,2024-12-21,10:00:00,Eibar,Granada,2.48,2.6,3.1,3.75,2.86,3.55,1.6,1.81,2.24,2.66,1.75,2.3,1.87,2.18,7.6,12.5,8.8,12.0,18.0,27.0,44.0,80.0,7.4,9.8,5.8,7.6,11.5,17.0,32.0,55.0,12.5,19.0,9.6,13.0,16.5,26.0,46.0,80.0,27.0,48.0,26.0,40.0,42.0,70.0,100.0,180.0,26.0,40.0,42.0,70.0,1.01,1000.0,33872252,247969.0,2255452.0,58805.0,1.237279760,1.237279805,1.237279844,1.237279769,1.01,1000.0,1.01,1000.0,2.66,990.0,1.08,1.15,2.66,3.5,1.4,1.6,1.36,1.48,1.62,1.68,1.39,1.54,1.237279761,1.237279763,1.237279764,1.237279808
Serbian Super League,2024-12-21,10:00:00,Vojvodina,FK Radnicki 1923,1.35,2.02,3.85,7.2,3.45,1000.0,2.04,2.88,1.53,1.95,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33874970,2020542.0,10465511.0,58805.0,1.237328725,1.237328783,1.237328860,1.237328739,1.01,1000.0,1.01,1000.0,3.2,1000.0,1.01,1.45,3.2,1000.0,1.01,1.45,1.16,1.36,1.98,26.0,1.01,1.41,1.237328726,1.237328728,1.237328729,1.237328811
Spanish La Liga,2024-12-21,10:00:00,Getafe,Mallorca,2.36,2.38,4.2,4.4,2.88,2.9,1.35,1.38,3.65,3.9,2.78,2.88,1.53,1.57,5.5,5.7,8.6,9.2,25.0,27.0,40.0,130.0,5.5,5.9,7.0,7.2,20.0,22.0,38.0,110.0,11.0,11.5,13.0,14.5,34.0,36.0,46.0,180.0,32.0,36.0,40.0,46.0,40.0,110.0,55.0,430.0,48.0,60.0,46.0,210.0,75.0,1000.0,33853369,248010.0,10542.0,58805.0,1.236987505,1.236987489,1.236987504,1.236987514,1.86,2.46,1.68,2.16,5.3,5.9,1.2,1.23,2.14,2.18,1.84,1.88,1.29,1.31,1.72,1.74,1.52,1.54,1.236987507,1.236987509,1.236987510,1.236987492
