League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,ADO Den Haag,MVV,1.85,2.8,5.5,1.42,5.0,6.5,1.18,4.4,0.0,0.0,1.1,7.0,1.36,3.1,1.52,2.5,1.1,1.12,3.0,1.67,0.78,1.68,1.21,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,De Graafschap,Cambuur,2.75,2.4,3.25,2.25,4.0,2.75,1.25,3.75,0.0,0.0,0.0,0.0,1.48,2.6,1.44,2.63,0.0,0.0,0.0,2.44,2.11,1.72,1.86,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,Excelsior,Volendam,2.4,2.45,3.4,2.0,3.95,3.2,1.2,4.0,0.0,0.0,1.11,6.25,1.36,3.1,1.33,3.0,1.33,1.2,1.77,2.63,1.67,1.79,1.63,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,Den Bosch,PSV II,2.1,2.5,4.75,1.62,4.5,4.75,1.25,3.75,0.0,0.0,0.0,0.0,1.5,2.5,1.57,2.25,0.0,0.0,0.0,1.67,1.33,1.73,1.31,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,Eindhoven,VVV,2.4,2.38,4.0,1.85,3.9,3.7,1.3,3.4,0.0,0.0,0.0,0.0,1.6,2.3,1.57,2.25,0.0,0.0,0.0,1.13,0.88,1.43,1.37,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,AZ II,Emmen,3.65,2.25,2.5,3.45,3.65,1.95,1.3,3.25,1.04,10.0,1.2,4.5,1.57,2.35,1.48,2.4,1.8,1.22,1.3,0.89,2.25,1.84,1.69,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,Telstar,Helmond Sport,2.3,2.35,4.5,1.75,4.0,4.33,1.3,3.2,1.02,15.0,1.22,4.2,1.7,2.1,1.68,2.15,1.22,1.2,2.1,1.38,2.0,1.69,1.41,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,Vitesse,Utrecht II,2.3,2.38,4.5,1.73,4.1,4.2,1.3,3.4,0.0,0.0,0.0,0.0,1.65,2.2,1.67,2.1,0.0,0.0,0.0,0.78,0.63,1.68,1.22,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 2,2024-12-13,16:00:00,16,Troyes,Martigues,2.1,2.2,6.0,1.53,3.9,5.5,1.4,2.75,1.05,9.5,1.3,3.3,1.88,1.8,2.0,1.73,1.08,1.18,2.4,1.14,1.33,1.46,1.1,2.56,1.43,6.75,3.2,1.47,2.48,1.76,1.94,2.23,1.57,2.9,1.35,3.9,1.21
France Ligue 2,2024-12-13,16:00:00,16,Clermont,Rodez,2.95,2.0,3.5,2.31,3.3,2.8,1.42,2.65,1.06,8.5,1.33,3.25,1.93,1.77,1.73,1.95,1.36,1.28,1.57,1.13,1.13,1.24,1.26,2.5,1.79,6.4,2.23,1.44,2.55,1.74,1.97,2.18,1.58,2.8,1.36,3.8,1.22
France Ligue 2,2024-12-13,16:00:00,16,Bastia,Guingamp,3.1,1.93,3.6,2.35,3.1,2.9,1.5,2.4,1.09,7.0,1.44,2.75,2.2,1.58,1.9,1.77,1.38,1.3,1.53,1.57,1.29,1.66,1.46,3.12,1.78,6.25,2.28,1.5,2.4,1.83,1.85,2.33,1.5,3.1,1.3,4.1,1.19
France Ligue 2,2024-12-13,16:00:00,16,Pau,Ajaccio,2.4,2.05,4.75,1.79,3.4,4.1,1.47,2.5,1.07,8.0,1.4,2.8,2.1,1.65,2.05,1.72,1.15,1.25,2.0,2.0,0.14,1.44,1.02,2.46,1.55,6.4,2.7,1.49,2.4,1.82,1.86,2.32,1.52,3.05,1.32,3.95,1.2
France Ligue 2,2024-12-13,16:00:00,16,Amiens SC,Laval,2.8,1.95,4.0,2.12,3.2,3.2,1.5,2.4,1.07,8.0,1.42,2.8,2.25,1.57,1.93,1.75,1.28,1.28,1.7,2.43,1.38,1.72,1.1,2.82,1.73,6.25,2.4,1.48,2.48,1.79,1.91,2.25,1.55,2.9,1.34,3.9,1.21
Netherlands Eerste Divisie,2024-12-13,16:00:00,19,Oss,Ajax II,3.0,2.38,3.1,2.45,3.9,2.55,1.3,3.4,0.0,0.0,0.0,0.0,1.57,2.35,1.5,2.5,0.0,0.0,0.0,1.56,1.0,1.28,1.37,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eredivisie,2024-12-13,16:00:00,16,PEC Zwolle,Willem II,2.88,2.05,4.0,2.55,3.35,2.8,1.44,2.63,1.05,8.91,1.36,3.04,2.01,1.81,1.95,1.8,1.36,1.28,1.63,1.71,1.14,1.19,0.76,1.95,1.85,6.4,2.15,1.24,3.55,1.41,2.63,1.68,2.02,2.08,1.65,2.65,1.41
Switzerland Challenge League,2024-12-13,16:15:00,18,Neuchâtel Xamax,Aarau,3.0,2.3,3.0,2.35,3.4,2.5,1.28,3.46,1.01,13.0,1.17,4.7,1.53,2.3,1.5,2.5,1.37,1.23,1.47,1.63,1.88,1.6,1.79,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2024-12-13,16:30:00,17,Pisa,Bari 1908,2.8,1.95,4.0,2.14,3.1,3.2,1.48,2.45,1.08,7.5,1.42,2.8,2.25,1.55,1.9,1.77,1.3,1.28,1.67,2.25,1.43,1.37,1.27,2.64,1.74,6.4,2.33,1.47,2.48,1.77,1.93,2.23,1.56,2.9,1.34,3.9,1.21
Spain Segunda División,2024-12-13,16:30:00,0,Almería,Mirandés,2.05,2.2,5.5,1.52,3.6,5.2,1.38,2.8,1.05,9.5,1.3,3.45,1.78,1.9,2.0,1.7,1.12,1.18,2.45,2.13,1.38,1.74,1.08,2.82,1.38,7.0,3.4,1.45,2.48,1.76,1.9,2.2,1.56,2.88,1.34,3.9,1.2
Germany Bundesliga,2024-12-13,16:30:00,14,Freiburg,Wolfsburg,2.75,2.2,4.0,2.16,3.2,3.1,1.36,3.0,1.04,13.0,1.28,3.75,1.7,2.05,1.7,2.05,1.33,1.25,1.78,2.17,2.17,1.52,1.35,2.87,1.72,6.4,2.38,1.33,2.95,1.57,2.23,1.93,1.76,2.43,1.47,3.15,1.29
Belgium Pro League,2024-12-13,16:45:00,18,KV Mechelen,Royal Antwerp FC,3.2,2.25,3.1,2.6,3.4,2.55,1.36,3.3,1.03,13.0,1.22,4.08,1.65,2.15,1.58,2.35,1.53,1.25,1.52,1.78,1.38,1.55,1.26,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,1.97,0.0,0.0,0.0,0.0
France Ligue 1,2024-12-13,16:45:00,15,Toulouse,Saint-Étienne,2.0,2.38,6.5,1.45,4.0,5.9,1.33,3.25,1.03,13.0,1.25,4.0,1.75,1.98,1.95,1.8,1.11,1.17,2.7,1.57,0.14,1.4,1.02,2.42,1.25,7.5,4.35,1.36,2.8,1.62,2.12,2.0,1.71,2.55,1.44,3.3,1.27
Italy Serie A,2024-12-13,16:45:00,16,Empoli,Torino,3.4,1.83,4.0,2.7,2.9,3.1,1.62,2.2,1.12,6.5,1.53,2.35,2.7,1.45,2.25,1.57,1.4,1.35,1.52,1.0,1.0,0.84,1.05,1.89,1.95,6.4,2.05,1.35,2.9,1.6,2.17,1.98,1.72,2.55,1.44,3.4,1.26
Spain La Liga,2024-12-13,17:00:00,17,Real Valladolid,Valencia CF,4.0,1.95,3.2,3.34,3.12,2.42,1.53,2.38,1.1,7.5,1.48,2.7,2.5,1.53,2.05,1.7,1.6,1.32,1.36,0.75,0.29,1.1,0.84,1.94,2.02,6.1,1.98,1.46,2.48,1.78,1.9,2.25,1.55,2.9,1.34,3.95,1.2
England Championship,2024-12-13,17:00:00,21,Derby County,Portsmouth,2.6,2.1,4.5,1.88,3.2,3.9,1.44,2.63,1.06,10.0,1.35,3.25,1.93,1.75,1.83,1.83,1.26,1.26,1.88,1.56,0.78,1.39,1.0,2.39,1.79,6.75,2.23,1.05,6.94,1.18,4.3,1.36,2.97,1.63,2.25,2.0,1.8
Argentina Primera División,2024-12-13,19:00:00,27,Barracas Central,Lanús,5.5,1.91,2.63,4.75,3.4,1.83,1.62,2.2,0.0,0.0,1.53,2.37,2.6,1.48,2.38,1.53,0.0,0.0,0.0,0.85,1.35,1.15,1.4,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2024-12-13,19:00:00,27,Estudiantes,Argentinos Juniors,2.88,1.91,4.5,2.1,3.2,3.8,1.57,2.25,0.0,0.0,1.5,2.37,2.5,1.5,2.1,1.67,0.0,0.0,0.0,1.35,1.12,1.51,1.43,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
